name,0,1,2,3,5,6,7,8,9,10,11,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,70,71,72,73,74,75,76,77,78,79,80,81,83,84,85,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,128,129,130,131,133,134,137,142,143,147,148,149,157,158,159,161,162,166,168,173,176,177,187,189,190,191,205,215,substance_type
tebufenozide,13.074418864398124,13.074418864398124,0.2196033845637017,-0.5617524486646517,11.153846153846152,352.4780000000001,324.2540000000001,352.215078136,138.0,0.0,0.2723007677479769,0.2723007677479769,0.9230769230769232,1.4615384615384617,1.9230769230769231,16.174228632379325,10.031553386212572,2.294148018309765,-2.3529139947153523,2.1785555867045345,-2.5546151284756853,5.992191341589644,0.0358262099622874,2.567302586602795,2.290346313235774,781.6322273628837,19.48276318419594,16.512268841941612,16.512268841941612,12.112410768570085,8.943146868108418,8.943146868108418,7.679175888908547,7.679175888908547,4.180270702519702,4.180270702519702,2.8082851680954795,2.8082851680954795,-2.6199999999999997,372248.6058470589,19.701408166163176,7.729476737667058,4.718858609761886,155.74079454366102,0.0,0.0,0.0,0.0,11.814359458703011,0.0,15.01486576525403,5.008912523954531,0.0,0.0,36.249741388469445,70.86842738692255,11.126902983393991,5.538925252383345,9.589074368143644,11.814359458703011,0.0,10.434703921064916,0.0,53.50217007345309,0.0,70.28182693771626,0.0,5.425791397110385,0.0,0.0,0.0,22.362197235040888,6.4208216229260096,13.847474399381248,65.10128062539111,42.46456947923127,0.0,0.0,49.41,5.538925252383345,9.589074368143644,11.814359458703011,11.126902983393991,17.54772460632,10.572364015651528,12.13273413692322,64.95052134076116,12.349528596801008,0.0,0.0,0.0,25.740444469084444,1.4139670729402871,6.5334682430844255,-0.5109894389854703,13.148183496626231,0.9178674873494288,11.67372533656732,0.0,0.3636363636363636,26.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,5.856983696909311,2.0,4.451540000000004,105.12470000000006,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,insecticide
alphaEndosulfan,11.316003401360549,11.316003401360549,0.0107407407407411,-1.860735071806501,52.21052631578947,406.92899999999986,400.88099999999986,403.816881132,108.0,0.0,0.3041188211590116,0.3041188211590116,0.9473684210526316,1.3157894736842106,1.6842105263157894,35.54030974828978,9.828011504319116,2.820580394458581,-2.333009036578108,2.758819827869707,-2.451620456731275,7.747130331701795,0.2072894135005547,2.5435556914189767,2.1877260443323916,470.1834139056276,14.21517847069432,8.96969410066316,14.32176435770162,8.686411174470248,5.188423871667992,8.456210709723358,4.612036033430883,8.767340034641697,3.9406736809015626,8.946869492336543,2.959223851433213,6.598894658410821,1.55,17026.56179835863,15.445865802036373,4.526742855893185,1.5894427466458492,141.7906412262262,0.0,9.748344582882218,4.33335411348544,0.0,0.0,11.361316488136412,8.366170865299415,0.0,4.208898492164469,23.20187978046503,46.40375956093006,0.0,11.835812092322788,23.27833663325303,12.575069357463883,80.9669558295315,0.0,0.0,11.835812092322788,14.081698696367658,13.213763929025836,10.064572704227194,0.0,0.0,0.0,0.0,69.60563934139509,31.504361117557963,19.727487353435823,11.835812092322788,0.0,10.064572704227194,0.0,0.0,35.53,37.27882727682686,4.208898492164469,23.27833663325303,0.0,0.0,0.0,0.0,0.0,0.0,77.9718102066945,19.746629818594105,36.35136589821113,-2.7796296296296297,0.2099363819601927,0.0,-0.9108950617283962,0.0,0.0,0.0214814814814823,0.0,0.7777777777777778,19.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,10.0,1.0,0.0,1.0,1.0,2.0,1.0,3.67997171960279,3.0,3.689800000000001,77.36340000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,insecticide
betaEndosulfan,11.316003401360549,11.316003401360549,0.0107407407407411,-1.860735071806501,52.21052631578947,406.92899999999986,400.88099999999986,403.816881132,108.0,0.0,0.3041188211590116,0.3041188211590116,0.9473684210526316,1.3157894736842106,1.6842105263157894,35.54030974828978,9.828011504319116,2.820580394458581,-2.333009036578108,2.758819827869707,-2.451620456731275,7.747130331701795,0.2072894135005547,2.5435556914189767,2.1877260443323916,470.1834139056276,14.21517847069432,8.96969410066316,14.32176435770162,8.686411174470248,5.188423871667992,8.456210709723358,4.612036033430883,8.767340034641697,3.9406736809015626,8.946869492336543,2.959223851433213,6.598894658410821,1.55,17026.56179835863,15.445865802036373,4.526742855893185,1.5894427466458492,141.7906412262262,0.0,9.748344582882218,4.33335411348544,0.0,0.0,11.361316488136412,8.366170865299415,0.0,4.208898492164469,23.20187978046503,46.40375956093006,0.0,11.835812092322788,23.27833663325303,12.575069357463883,80.9669558295315,0.0,0.0,11.835812092322788,14.081698696367658,13.213763929025836,10.064572704227194,0.0,0.0,0.0,0.0,69.60563934139509,31.504361117557963,19.727487353435823,11.835812092322788,0.0,10.064572704227194,0.0,0.0,35.53,37.27882727682686,4.208898492164469,23.27833663325303,0.0,0.0,0.0,0.0,0.0,0.0,77.9718102066945,19.746629818594105,36.35136589821113,-2.7796296296296297,0.2099363819601927,0.0,-0.9108950617283962,0.0,0.0,0.0214814814814823,0.0,0.7777777777777778,19.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,10.0,1.0,0.0,1.0,1.0,2.0,1.0,3.67997171960279,3.0,3.689800000000001,77.36340000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,insecticide
aluminium,0.0,0.0,0.0,0.0,0.0,26.982,26.982,26.98153863,3.0,3.0,0.0,0.0,1.0,1.0,1.0,26.982,26.982,0.0,0.0,-0.3808,-0.3808,5.754,5.754,0.0,0.0,0.0,0.0,0.5773502691896258,1.7320508075688774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5324675324675323,0.0,1.5324675324675323,0.4105163129553377,4.0446626544187545,18.241990751890413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36106511960754,0.0,0.0,17.36106511960754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36106511960754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36106511960754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291029211523357,0.0,-0.3808,5.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,metal
cobalt,0.0,0.0,0.0,0.0,0.0,58.933,58.933,58.933195,9.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.3743685418725535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5064935064935063,0.0,1.5064935064935063,0.4808524808524813,4.403929403929406,17.68851124136627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77879776869357,0.0,16.77879776869357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77879776869357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77879776869357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7244011399855562,0.0,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,metal
copper,0.0,0.0,0.0,0.0,0.0,63.546,63.546,62.9295975,11.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3015113445777636,1.243163121016122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5194805194805194,0.0,1.5194805194805197,0.4444805194805197,4.21948051948052,17.964098032124472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.068678152405656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6753794906392313,0.0,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,metal
mercury,0.0,0.0,0.0,0.0,0.0,200.59,200.59,201.970643,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,6.2048368229954285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9350649350649348,0.0,1.935064935064935,0.0045093795093795,1.2128427128427133,28.00040585247103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.66892822964067,0.0,27.66892822964067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.66892822964067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.66892822964067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087259421675006,0.0,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,metal
zinc,8.520833333333334,8.520833333333334,0.0,-5.166666666666666,9.666666666666666,161.45299999999995,161.45299999999995,159.88087167999998,32.0,0.0,2.0,2.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219280948873623,0.0,90.7164928725825,4.5,2.7483482335058627,6.531972647421808,2.0,0.6666666666666669,2.0,0.4082482904638632,1.2247448713915892,0.0,0.0,0.0,0.0,0.4933766233766233,3.6096404744368114,9.705182360074453,2.6305334691955937,225.27163146815272,47.88951059429245,9.105499747380728,0.0,0.0,0.0,0.0,19.477968898871303,8.417796984328938,0.0,0.0,0.0,0.0,0.0,10.399000581649608,0.0,37.00126563058097,10.399000581649608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.523296731709664,29.876969480520913,0.0,0.0,0.0,0.0,0.0,80.25999999999999,10.399000581649608,0.0,19.477968898871303,0.0,0.0,0.0,0.0,0.0,0.0,17.523296731709664,34.083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.166666666666666,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.254967837137088,0.0,-1.3404999999999996,10.4746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,metal
1-chlorodecane,5.564062941755792,5.564062941755792,0.8422222222222223,0.8422222222222223,10.363636363636363,176.731,155.563,176.133178352,68.0,0.0,0.0222955743467449,0.1267169696445274,0.7272727272727273,1.181818181818182,1.6363636363636365,35.4956627255872,10.0923459652067,1.8889759534336712,-1.9811812120893055,2.0776370102518076,-1.800533061780838,6.173407228702908,0.5857648712114191,2.0339309928768716,2.6909155266923976,53.89311688209828,8.36396103067893,7.741925503688156,8.497854449706612,5.414213562373096,4.974368023098972,5.50889050692382,3.163855970657529,3.541820443666756,1.9871840115494857,2.25444525346191,1.2283745947354905,1.417356831240104,0.29,292.8860629742695,11.289999999999996,10.289999999999996,10.29,76.3269962842807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,51.8694885601727,6.4208216229260096,5.880003444970339,0.0,0.0,11.600939890232516,0.0,0.0,0.0,58.29031018309871,5.880003444970339,0.0,0.0,0.0,0.0,0.0,11.600939890232516,5.880003444970339,0.0,0.0,58.29031018309871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.880003444970339,51.36657298340809,0.0,0.0,6.923737199690624,11.600939890232516,0.0,5.564062941755792,0.0,0.0,0.0,0.8422222222222223,0.0,10.947389280815209,2.257436666317889,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,10.561281818181811,0.0,4.365900000000004,53.33000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,other
2A1,8.018518518518519,8.018518518518519,0.0601851851851853,-0.0601851851851853,15.0,75.111,66.039,75.068413908,32.0,0.0,0.0579315539175779,0.3947756826592662,2.0,2.2,2.2,16.251800155972372,10.408391820218489,1.8075405750417275,-1.9084390192052192,1.6219355399615796,-2.182049913429427,4.429166558893617,0.2734819810346206,1.3787834934861756,2.5395388613593908,20.854752972273342,4.284457050376173,3.309020915065757,3.309020915065757,2.270055610029662,1.6351596590036603,1.6351596590036603,1.1598580700277676,1.1598580700277676,0.2879834411740013,0.2879834411740013,0.0,0.0,-0.08,9.65148445440323,4.920000000000001,2.175102040816326,3.92,31.603259705831498,10.84019487200289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.041840829147961,6.606881964512918,5.106527394840706,0.0,0.0,0.0,5.733667477162185,12.965578028838586,6.606881964512918,0.0,0.0,5.733667477162185,0.0,0.0,0.0,17.755250188501584,0.0,0.0,6.923737199690624,0.0,0.0,0.0,46.25,0.0,0.0,12.64872279366088,0.0,0.0,0.0,6.923737199690624,0.0,0.0,10.84019487200289,0.0,0.0,0.0,8.018518518518519,5.041666666666667,0.0,-0.0601851851851853,0.0,1.8333333333333337,0.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1403004081632657,0.0,-0.6741000000000001,20.735200000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other
4-octylphenol,9.12536906750287,9.12536906750287,0.3626812915886692,0.3626812915886692,10.466666666666669,206.32900000000004,184.15299999999996,206.167065324,84.0,0.0,0.1150948401177036,0.5079666452523371,0.8666666666666667,1.4666666666666666,2.1333333333333333,16.25463560155537,10.050382206508266,1.9388431926487424,-2.0159161193139705,2.128844050039324,-1.851871109879556,5.25282210295115,0.4747395984326501,2.257122002738398,2.0706728961148544,250.54613980420217,10.932875131431278,9.706362140564297,9.706362140564297,7.325698502695488,6.1056341745757186,6.1056341745757186,4.1842141331773925,4.1842141331773925,2.7553455255066424,2.7553455255066424,1.7720688280772456,1.7720688280772456,-0.98,2717.5748912970303,12.091326676176887,7.329846773929591,5.458270590623322,93.14517378686588,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16057945124389,30.537828874472233,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,51.8694885601727,0.0,29.828919765543436,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,6.4208216229260096,0.0,51.01211842894368,24.26546827384644,0.0,0.0,20.23,0.0,0.0,0.0,5.749511833283905,6.4208216229260096,44.08838122925306,12.13273413692322,12.13273413692322,6.923737199690624,5.106527394840706,0.0,0.0,0.0,9.12536906750287,1.3363810416141768,0.3626812915886692,7.571016943814563,9.191412560636946,2.2464724281761064,0.0,0.5714285714285714,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,5.908504788660265,1.0,4.295200000000005,65.18680000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,other
A736,14.652744241404331,14.652744241404331,0.0745622914062071,-1.0823988298848162,22.833333333333332,922.1659999999998,858.6619999999997,921.457116356,352.0,0.0,0.3244809840053296,0.4638957999874989,1.121212121212121,1.878787878787879,2.606060606060606,32.133483914717274,9.83813507040465,2.52823953659991,-2.390994669851559,2.4226829852717553,-2.6259655464007077,7.095148669551164,-0.1551894876962286,3.887822424985525,1.143738377132944,2533.974757019422,47.18877652859392,39.33491012310701,40.15140670403473,31.54728338997711,23.142241178376036,24.02189398963093,19.153636046281793,20.0962898875027,13.583771513143,14.454912710467267,10.082692508914324,10.933092567172222,-5.65,358101557534423.0,46.864449608660465,18.918272732826235,9.084010606759316,390.2001053595585,34.057343351949214,18.12552248744388,0.0,11.814359458703011,5.907179729351506,12.00041980028992,29.171039781189023,15.204307102129412,0.0,11.336785877934735,40.3402515508226,81.353606809624,85.77904149748184,46.88393769195529,33.4464118279592,51.96166979836023,0.0,44.98627840730844,11.332896515558172,116.50445825217446,40.39862070620536,70.82870065821764,22.514758973090913,10.742580001116716,4.794537184071822,0.0,11.336785877934735,134.57348224648135,48.03827429565198,11.332896515558172,83.17385763806828,54.56369747481942,0.0,33.41768390517197,171.54000000000002,41.324177703495515,23.97268592035911,49.07155192133411,56.8699358122071,44.67506339171742,27.321628239573624,30.154132557268756,32.2176414379994,66.92529520542489,19.441682949494513,14.24025005468818,1.409202165408953,84.43365215113229,8.124796798038222,9.269637860866895,-1.8242852949711377,7.107904639054137,5.159200048453199,17.53100915604603,3.2986324212832336,0.5306122448979592,66.0,2.0,16.0,1.0,3.0,4.0,5.0,1.0,3.0,4.0,6.0,6.0,12.0,2.0,17.0,6.0,9.0,1.0,2.0,3.0,0.0,13.433249078339855,8.0,5.750000000000005,251.9183999999992,0.0,0.0,3.0,5.0,5.0,7.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,other
biphenyl,2.1203703703703702,2.1203703703703702,1.2760185185185189,1.2760185185185189,9.666666666666666,154.21199999999996,144.13199999999998,154.07825032,58.0,0.0,-0.0184042560761494,0.0622253948936662,0.4166666666666667,0.75,1.0833333333333333,13.961331628236495,10.068819284791342,1.9123006747664757,-1.9807071412546904,2.165668859649118,-1.7312579020506635,5.62192401149373,1.620063319774303,2.2067946744792137,2.457149480139045,297.4313204906765,8.22576835024473,6.77350269189626,6.77350269189626,5.966326495188786,4.071367205045919,4.071367205045919,2.732050807568879,2.732050807568879,1.880911470030613,1.880911470030613,1.2612058845650993,1.2612058845650993,-1.5599999999999996,1023.9527289583552,7.108736857548047,3.2249464015776437,1.3739359404482387,72.48849732556099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6636706846161,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,12.13273413692322,48.53093654769288,0.0,0.0,0.0,0.0,0.0,2.5520370370370373,0.0,20.781296296296297,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9104412790426617,2.0,3.353600000000002,51.87800000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other
H40,11.547578976419056,11.547578976419056,0.0388269305578383,-0.0388269305578383,10.458333333333334,428.37700000000007,410.2330000000001,427.0023809160001,128.0,0.0,0.2246911565831246,0.3945450370115549,1.25,2.0,2.6666666666666665,79.9187312751653,10.283473186594753,2.0469832267135124,-2.0844329222732436,2.3106648630387236,-2.1087979397201475,9.102411220504104,-0.1153287707387194,2.543579738945543,2.0255603976554073,683.5227825457847,17.363596551749424,12.828630580320777,16.12555089136312,11.600886748174156,7.314198324345761,9.556148706864514,4.809417780655289,7.216041934719075,2.8981627274095896,4.507280519196942,1.8743074266284765,3.552027606747349,-1.22,226175.11038703765,19.10934362579321,9.926856202668247,6.350639280292179,158.7340603923547,15.740104602853368,10.421058796818908,0.0,5.907179729351506,0.0,0.0,4.794537184071822,4.983978520947208,12.628789148012991,0.0,11.761884949391115,58.0809999154658,28.443931254557697,6.606881964512918,9.901064578912528,57.73304677722356,0.0,4.983978520947208,0.0,16.21178857396156,29.538069185184945,41.00139842975354,0.0,10.633577208012662,11.50524905251859,0.0,40.32061799535346,34.902177622311704,4.794537184071822,0.0,6.4208216229260096,50.79236538078909,0.0,0.0,74.25,0.0,4.794537184071822,12.514061693864424,24.536294413420404,20.08154924470299,0.0,11.761884949391115,36.39820241076966,44.17628877492221,5.106527394840706,0.7255354410875281,9.024610687345694,17.919382873008537,14.754924089950396,0.7706886349581156,1.19741494704314,11.51063612595584,0.3970948473257278,0.5052679088805723,0.0,0.25,24.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,6.0,4.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,7.90398776252601,2.0,3.657900000000002,105.17720000000004,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,other
L1000,7.569444444444445,7.569444444444445,0.25,0.25,6.0,46.069,40.021,46.041864812,20.0,0.0,0.0402205817490864,0.3966637147812598,2.0,2.0,2.0,16.248991329327918,10.90816803508637,1.3402935186707778,-1.52235869276019,1.296242638214104,-1.568363547035574,3.835802335589486,0.3184056131739115,0.9182958340544896,1.6329931618554523,2.754887502163469,2.7071067811865475,2.1543203766865053,2.1543203766865053,1.4142135623730951,1.0233345472033857,1.0233345472033857,0.3162277660168379,0.3162277660168379,0.0,0.0,0.0,0.0,-0.04,2.754887502163469,2.9600000000000004,1.96,1.9600000000000033,19.89842689442217,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353625,0.0,0.0,6.923737199690624,0.0,0.0,0.0,20.23,0.0,0.0,6.606881964512918,0.0,0.0,0.0,6.923737199690624,0.0,0.0,5.106527394840706,0.0,0.0,0.0,7.569444444444445,0.0,0.0,0.0,0.0,1.9305555555555556,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9338666666666668,0.0,-0.0014,12.759800000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other
PiperonylButoxide,5.7493962532977685,5.7493962532977685,0.3049363797661617,0.3049363797661617,12.75,338.44400000000013,308.204,338.2093240599999,136.0,0.0,0.2308006434911979,0.4535847260382674,0.7916666666666666,1.4166666666666667,2.0833333333333335,16.696930085781094,10.025871892229487,2.164059030890006,-2.1129959651259194,2.3506771836504816,-2.098375207319165,5.482388014713298,0.0100758097537773,3.0376745307837045,1.6321742102088128,475.0701059180237,17.037323138116363,14.974116583750591,14.974116583750591,11.846866552750669,8.993670249161262,8.993670249161262,5.855063875007728,5.855063875007728,3.8579616008891455,3.8579616008891455,2.5309453027170665,2.5309453027170665,-1.3,374214.1631217753,19.030431376738058,11.288510240503102,6.3032766047595485,144.73754560065805,23.684314769000245,0.0,11.49902366656781,6.792942306099827,0.0,0.0,0.0,0.0,0.0,0.0,26.689117645233267,36.10128036616923,6.606881964512918,33.03440982256459,23.684314769000245,0.0,0.0,0.0,0.0,46.1376428555982,39.827352128664415,23.259637120317212,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,39.827352128664415,27.238292448839076,0.0,44.23684225155327,12.13273413692322,0.0,0.0,46.150000000000006,0.0,0.0,0.0,39.827352128664415,43.78919212278477,11.126902983393991,0.0,6.06636706846161,19.913841467842857,23.684314769000245,27.60799664607838,0.0,0.0,0.0,2.440732839870855,1.65512722863759,4.115497714590081,4.377014216137228,8.47029802135253,0.0,0.6842105263157895,24.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,1.0,13.0,0.0,0.0,0.0,0.0,8.951050811562462,2.0,3.7177000000000024,92.76200000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,other
